switch_sheet,switch,switch_value,filter,filter_value,baseline_gain,new_gain,delta,baseline_trades,new_trades,delta_trades,baseline_bh,new_bh,delta_bh,baseline_tim,new_tim,delta_tim,baseline_dd,new_dd,delta_dd,baseline_sharpe,new_sharpe,delta_sharpe,window_days,symside,valid
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,GOLDEN_RULE_BASE_USD,0.0,0.482450,0.099654,-0.382796,186,182,-4,-12.803487,-12.803487,0.000000,21.170000,20.200000,-0.970000,8.491540,8.523309,0.031769,0.049918,0.037280,-0.012638,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,GOLDEN_RULE_BASE_USD,0.0_ALT,0.482450,-0.439387,-0.921837,186,186,0,-12.803487,-12.803487,0.000000,21.170000,21.300000,0.130000,8.491540,8.568450,0.076909,0.049918,0.035883,-0.014035,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,GR_FILTER_ALL_ENTRIES,0.0,0.482450,0.099654,-0.382796,186,182,-4,-12.803487,-12.803487,0.000000,21.170000,20.200000,-0.970000,8.491540,8.523309,0.031769,0.049918,0.037280,-0.012638,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,GR_FILTER_ALL_ENTRIES,0.0_ALT,0.482450,-0.223562,-0.706012,186,186,0,-12.803487,-12.803487,0.000000,21.170000,21.120000,-0.050000,8.491540,8.550319,0.058778,0.049918,0.038998,-0.010920,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,GR_FILTER_VEC_ENABLED,False,0.482450,0.099654,-0.382796,186,182,-4,-12.803487,-12.803487,0.000000,21.170000,20.200000,-0.970000,8.491540,8.523309,0.031769,0.049918,0.037280,-0.012638,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,GR_FILTER_VEC_ENABLED,True,0.482450,0.110801,-0.371649,186,185,-1,-12.803487,-12.803487,0.000000,21.170000,21.170000,0.000000,8.491540,8.522380,0.030840,0.049918,0.044126,-0.005792,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,GR_FILTER_VEC_MIN_TFS,0,0.482450,0.099654,-0.382796,186,182,-4,-12.803487,-12.803487,0.000000,21.170000,20.200000,-0.970000,8.491540,8.523309,0.031769,0.049918,0.037280,-0.012638,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,GR_FILTER_VEC_MIN_TFS,2,0.482450,0.099654,-0.382796,186,182,-4,-12.803487,-12.803487,0.000000,21.170000,20.200000,-0.970000,8.491540,8.523309,0.031769,0.049918,0.037280,-0.012638,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,GR_FILTER_VEC_MIN_TFS,1,0.482450,0.482450,0.000000,186,186,0,-12.803487,-12.803487,0.000000,21.170000,21.170000,0.000000,8.491540,8.491540,0.000000,0.049918,0.049918,0.000000,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,HA_WICK_QUALITY_ENABLED,False,0.482450,0.099654,-0.382796,186,182,-4,-12.803487,-12.803487,0.000000,21.170000,20.200000,-0.970000,8.491540,8.523309,0.031769,0.049918,0.037280,-0.012638,30,SNDK_LONG,True
